business,title,where,when,apply,remote,requisits,requisits_compleixes,requisits_no_compleixes,numero_requisits,numero_requisits_compleixes,numero_requisits_no_compleixes
Microsoft,Specialist Global Black Belt Azure HPC,Castellón y alrededores,hace 2 semanas,2 solicitudes,En remoto,"['Comunicación', 'Differentiation\nAñadir', 'Estrategias de mercado\nAñadir', 'Informática de alto rendimiento\nAñadir', 'Objetivos de ventas\nAñadir', 'Preparación de casos empresariales\nAñadir', 'Presentaciones\nAñadir', 'Requisitos de productos\nAñadir', 'Venta consultiva\nAñadir', 'Ventas complejas\nAñadir']",['Comunicación'],"['Differentiation\nAñadir', 'Estrategias de mercado\nAñadir', 'Informática de alto rendimiento\nAñadir', 'Objetivos de ventas\nAñadir', 'Preparación de casos empresariales\nAñadir', 'Presentaciones\nAñadir', 'Requisitos de productos\nAñadir', 'Venta consultiva\nAñadir', 'Ventas complejas\nAñadir']",10.0,1.0,9.0
CaixaBank,GERENTE ADVANCED ANALYTICS LEAD - DIGITAL PROJECTS & ADVANCED ANALYTICS,"Barcelona, Cataluña, España",hace 1 semana,Más de 100 solicitudes,Híbrido,"['Analítica de datos', 'Analítica empresarial', 'Ciencia de datos', 'Inteligencia artificial', 'R (Lenguaje de programación)', 'Visualización de datos', 'Analítica\nAñadir', 'Data Operations\nAñadir', 'Development Operations\nAñadir', 'MLOps\nAñadir']","['Analítica de datos', 'Analítica empresarial', 'Ciencia de datos', 'Inteligencia artificial', 'R (Lenguaje de programación)', 'Visualización de datos']","['Analítica\nAñadir', 'Data Operations\nAñadir', 'Development Operations\nAñadir', 'MLOps\nAñadir']",10.0,6.0,4.0
CONVOTIS Iberia,AI Developer - Granada,"Granada, Andalucía, España",hace 1 mes,97 solicitudes,Híbrido,"['Aprendizaje automático', 'Aprendizaje profundo', 'Ciencia de datos', 'Ciencias de la computación', 'Inteligencia artificial', 'Procesamiento de lenguaje natural', 'Python', 'Reconocimiento de patrones', 'Redes neuronales convolucionales (CNN)', 'SQL']","['Aprendizaje automático', 'Aprendizaje profundo', 'Ciencia de datos', 'Ciencias de la computación', 'Inteligencia artificial', 'Procesamiento de lenguaje natural', 'Python', 'Reconocimiento de patrones', 'Redes neuronales convolucionales (CNN)', 'SQL']",[],10.0,10.0,0.0
Logicalis Spain,Project Manager Data & Analytics,"Barcelona, Cataluña, España",hace 3 semanas,Más de 100 solicitudes,En remoto,"['Big data', 'Gestión de proyectos\nAñadir']",['Big data'],['Gestión de proyectos\nAñadir'],2.0,1.0,1.0
BioBam Bioinformatics,Bioinformatician,"Valencia/València, Comunidad Valenciana / Comunitat Valenciana, España",hace 4 meses,Más de 100 solicitudes,Jornada completa,"['Programación', 'Bioinformática\nAñadir', 'Biología informática\nAñadir', 'Genómica\nAñadir']",['Programación'],"['Bioinformática\nAñadir', 'Biología informática\nAñadir', 'Genómica\nAñadir']",4.0,1.0,3.0
Joppy,Data Engineer (Data Vault) (€40K - €45K),Barcelona y alrededores,hace 1 día,5 solicitudes,Híbrido,"['Ingeniería de datos', 'Microsoft Power BI', 'SQL', 'Airflow\nAñadir', 'Arquitectura de datos\nAñadir', 'Bóveda de datos\nAñadir', 'Data Build Tool (DBT)\nAñadir', 'Snowflake\nAñadir']","['Ingeniería de datos', 'Microsoft Power BI', 'SQL']","['Airflow\nAñadir', 'Arquitectura de datos\nAñadir', 'Bóveda de datos\nAñadir', 'Data Build Tool (DBT)\nAñadir', 'Snowflake\nAñadir']",8.0,3.0,5.0
Grifols,TRAINEE MASTER DATA,"Parets del Vallès, Cataluña, España",hace 1 semana,29 solicitudes,Jornada completa,"['Análisis de datos', 'Big data', 'Capacidad de análisis', 'Visualización de datos', 'Bases de datos\nAñadir', 'Datos maestros\nAñadir', 'Estándares de contabilidad\nAñadir', 'Extraer, transformar y cargar (ETL)\nAñadir', 'FP\nAñadir', 'Modelado de datos\nAñadir']","['Análisis de datos', 'Big data', 'Capacidad de análisis', 'Visualización de datos']","['Bases de datos\nAñadir', 'Datos maestros\nAñadir', 'Estándares de contabilidad\nAñadir', 'Extraer, transformar y cargar (ETL)\nAñadir', 'FP\nAñadir', 'Modelado de datos\nAñadir']",10.0,4.0,6.0
Edged,Data Center Junior Operations Engineer,Barcelona y alrededores,hace 4 semanas,Más de 100 solicitudes,Jornada completa,"['Centro de datos\nAñadir', 'Operaciones\nAñadir']",[],"['Centro de datos\nAñadir', 'Operaciones\nAñadir']",2.0,0.0,2.0
Capgemini,Data Scientist- Gen AI,"Madrid, Comunidad de Madrid, España",hace 2 meses,65 solicitudes,En remoto,"['Analítica de datos', 'Análisis predictivo', 'Aprendizaje profundo', 'Ciencia de datos', 'Ingeniería de datos', 'Procesamiento de lenguaje natural', 'Python', 'TensorFlow', 'NLTK\nAñadir', 'Transformador\nAñadir']","['Analítica de datos', 'Análisis predictivo', 'Aprendizaje profundo', 'Ciencia de datos', 'Ingeniería de datos', 'Procesamiento de lenguaje natural', 'Python', 'TensorFlow']","['NLTK\nAñadir', 'Transformador\nAñadir']",10.0,8.0,2.0
Dimática ,AI Product Lead,España,hace 4 días,Más de 100 solicitudes,En remoto,"['Inglés', 'Gestión de productos de software\nAñadir', 'Product Service\nAñadir']",['Inglés'],"['Gestión de productos de software\nAñadir', 'Product Service\nAñadir']",3.0,1.0,2.0
Vicomtech,Researchers in Computer Vision & Artificial Intelligence,"País Vasco / Euskadi, España",Publicado de nuevo hace 1 semana,Más de 100 solicitudes,Jornada completa,"['Aprendizaje profundo', 'C++', 'Investigación y desarrollo (I+D)', 'Keras', 'Programación', 'PyTorch', 'Python', 'TensorFlow', 'Visión por computador', 'Classifiers\nAñadir']","['Aprendizaje profundo', 'C++', 'Investigación y desarrollo (I+D)', 'Keras', 'Programación', 'PyTorch', 'Python', 'TensorFlow', 'Visión por computador']",['Classifiers\nAñadir'],10.0,9.0,1.0
Devoteam,GCP Data Architect,"Madrid, Comunidad de Madrid, España",hace 21 horas,1 solicitud,En remoto,"['Arquitectura de datos\nAñadir', 'Buena práctica clínica\nAñadir', 'Computación en la nube\nAñadir', 'Datos empresariales\nAñadir', 'Extraer, transformar y cargar (ETL)\nAñadir', 'Gobierno de datos\nAñadir', 'Google BigQuery\nAñadir', 'Google Cloud\nAñadir', 'Presentaciones\nAñadir', 'Requisitos técnicos\nAñadir']",[],"['Arquitectura de datos\nAñadir', 'Buena práctica clínica\nAñadir', 'Computación en la nube\nAñadir', 'Datos empresariales\nAñadir', 'Extraer, transformar y cargar (ETL)\nAñadir', 'Gobierno de datos\nAñadir', 'Google BigQuery\nAñadir', 'Google Cloud\nAñadir', 'Presentaciones\nAñadir', 'Requisitos técnicos\nAñadir']",10.0,0.0,10.0
LANIT Consulting,Data Scientist,Bilbao y alrededores,hace 5 meses,86 solicitudes,Jornada completa,"['Analítica de datos', 'Análisis de datos estadísticos', 'Análisis predictivo', 'Aprendizaje automático', 'Ciencia de datos', 'Ingeniería de datos', 'Procesamiento de lenguaje natural', 'Python', 'Reconocimiento de patrones', 'Visualización de datos']","['Analítica de datos', 'Análisis de datos estadísticos', 'Análisis predictivo', 'Aprendizaje automático', 'Ciencia de datos', 'Ingeniería de datos', 'Procesamiento de lenguaje natural', 'Python', 'Reconocimiento de patrones', 'Visualización de datos']",[],10.0,10.0,0.0
MA (Montreal Associates),(CSV) Junior 35K Barcelona,"Barcelona, Cataluña, España",hace 1 semana,49 solicitudes,Híbrido,"['Aseguramiento de la calidad\nAñadir', 'Buenas prácticas (GxP)\nAñadir', 'Buenas prácticas de fabricación\nAñadir', 'Buenas prácticas de fabricación automatizada (GAMP)\nAñadir', 'EBR\nAñadir', 'ERP de Infor\nAñadir', 'Manufacturing Execution System\nAñadir', 'Planificación de recursos empresariales (ERP)\nAñadir', 'Sistema de gestión de información de laboratorio (LIMS)\nAñadir', 'Validación del sistemas informáticos (CSV)\nAñadir']",[],"['Aseguramiento de la calidad\nAñadir', 'Buenas prácticas (GxP)\nAñadir', 'Buenas prácticas de fabricación\nAñadir', 'Buenas prácticas de fabricación automatizada (GAMP)\nAñadir', 'EBR\nAñadir', 'ERP de Infor\nAñadir', 'Manufacturing Execution System\nAñadir', 'Planificación de recursos empresariales (ERP)\nAñadir', 'Sistema de gestión de información de laboratorio (LIMS)\nAñadir', 'Validación del sistemas informáticos (CSV)\nAñadir']",10.0,0.0,10.0
DataAnnotation,Bilingual AI Trainer,España,Publicado de nuevo hace 1 día,Más de 100 solicitudes,En remoto,"['Español', 'Inglés', 'Spanish to English\nAñadir', 'Traducción al español\nAñadir', 'Traducción de inglés a español\nAñadir']","['Español', 'Inglés']","['Spanish to English\nAñadir', 'Traducción al español\nAñadir', 'Traducción de inglés a español\nAñadir']",5.0,2.0,3.0
Preply,Data Scientist - Customer Lifecycle & Growth,"Barcelona, Cataluña, España",Publicado de nuevo hace 1 semana,Más de 100 solicitudes,Híbrido,"['Analítica de datos', 'Análisis de datos', 'SQL', 'Cultivo orgánico\nAñadir', 'Optimización para motores de búsqueda (SEO)\nAñadir']","['Analítica de datos', 'Análisis de datos', 'SQL']","['Cultivo orgánico\nAñadir', 'Optimización para motores de búsqueda (SEO)\nAñadir']",5.0,3.0,2.0
Revolut,Data Scientist (NLP Deep Learning Engineer),España,Publicado de nuevo hace 4 días,Más de 100 solicitudes,En remoto,"['Aprendizaje profundo', 'Ciencia de datos', 'Ciencias de la computación', 'Java', 'Procesamiento de lenguaje natural', 'Big-Picture Thinking\nAñadir', 'Language Modeling\nAñadir', 'Large Language Models (LLM)\nAñadir', 'Reconocimiento de voz\nAñadir', 'Scala\nAñadir']","['Aprendizaje profundo', 'Ciencia de datos', 'Ciencias de la computación', 'Java', 'Procesamiento de lenguaje natural']","['Big-Picture Thinking\nAñadir', 'Language Modeling\nAñadir', 'Large Language Models (LLM)\nAñadir', 'Reconocimiento de voz\nAñadir', 'Scala\nAñadir']",10.0,5.0,5.0
TUI,Digital Product Manager,"Barcelona, Cataluña, España",hace 49 minutos,4 solicitudes,En remoto,"['Capacidad de análisis', 'Comunicación', 'Análisis de mercados\nAñadir', 'Gestión de productos\nAñadir', 'Lanzamiento de productos\nAñadir', 'Liderazgo de equipos multidisciplinarios\nAñadir', 'Métricas de rendimiento\nAñadir', 'Planes de desarrollo de productos\nAñadir', 'Reflexión estratégica\nAñadir', 'Visión de producto\nAñadir']","['Capacidad de análisis', 'Comunicación']","['Análisis de mercados\nAñadir', 'Gestión de productos\nAñadir', 'Lanzamiento de productos\nAñadir', 'Liderazgo de equipos multidisciplinarios\nAñadir', 'Métricas de rendimiento\nAñadir', 'Planes de desarrollo de productos\nAñadir', 'Reflexión estratégica\nAñadir', 'Visión de producto\nAñadir']",10.0,2.0,8.0
Kapsch Group,Machine Learning Engineer,"Madrid, Comunidad de Madrid, España",hace 2 semanas,48 solicitudes,Híbrido,"['Algoritmos', 'Aprendizaje automático', 'Ciencia de datos', 'Ciencias de la computación', 'Estadística', 'Matemáticas', 'Procesamiento de lenguaje natural', 'Reconocimiento de patrones', 'Desarrollo de productos\nAñadir', 'Soluciones de software\nAñadir']","['Algoritmos', 'Aprendizaje automático', 'Ciencia de datos', 'Ciencias de la computación', 'Estadística', 'Matemáticas', 'Procesamiento de lenguaje natural', 'Reconocimiento de patrones']","['Desarrollo de productos\nAñadir', 'Soluciones de software\nAñadir']",10.0,8.0,2.0
K2 Partnering Solutions,Data Engineer/Analytics Engineer,España,hace 4 semanas,Más de 100 solicitudes,En remoto,"['Microsoft Power BI', 'SQL', 'Airflow\nAñadir', 'Azure Databricks\nAñadir', 'Data Build Tool (DBT)\nAñadir', 'Extraer, transformar y cargar (ETL)\nAñadir', 'Inteligencia empresarial\nAñadir', 'Looker (software)\nAñadir', 'Qlik Sense\nAñadir', 'Snowflake\nAñadir', 'Tableau\nAñadir']","['Microsoft Power BI', 'SQL']","['Airflow\nAñadir', 'Azure Databricks\nAñadir', 'Data Build Tool (DBT)\nAñadir', 'Extraer, transformar y cargar (ETL)\nAñadir', 'Inteligencia empresarial\nAñadir', 'Looker (software)\nAñadir', 'Qlik Sense\nAñadir', 'Snowflake\nAñadir', 'Tableau\nAñadir']",11.0,2.0,9.0
TransPerfect,AI Product Manager,"Barcelona, Cataluña, España",Publicado de nuevo hace 2 meses,Más de 100 solicitudes,Jornada completa,"['Ciclo de vida de desarrollo de software (SDLC)', 'Definición de requisitos\nAñadir', 'Desarrollo de productos\nAñadir', 'Establishing Priorities\nAñadir', 'Gestión de productos\nAñadir', 'Gestión de productos técnicos\nAñadir', 'Historias de usuarios\nAñadir', 'Metodologías ágiles\nAñadir', 'Pruebas de validación\nAñadir', 'Requisitos de productos\nAñadir']",['Ciclo de vida de desarrollo de software (SDLC)'],"['Definición de requisitos\nAñadir', 'Desarrollo de productos\nAñadir', 'Establishing Priorities\nAñadir', 'Gestión de productos\nAñadir', 'Gestión de productos técnicos\nAñadir', 'Historias de usuarios\nAñadir', 'Metodologías ágiles\nAñadir', 'Pruebas de validación\nAñadir', 'Requisitos de productos\nAñadir']",10.0,1.0,9.0
Havas Media Network España ,Global Senior Data Scientist,"Madrid, Comunidad de Madrid, España",hace 2 días,3 solicitudes,Híbrido,"['Big data', 'Ciencia de datos', 'Inteligencia artificial', 'Procesamiento de lenguaje natural', 'Python', 'Amazon Web Services (AWS)\nAñadir', 'Azure Databricks\nAñadir', 'Estructuras de datos\nAñadir', 'Google Cloud\nAñadir', 'IA generativa\nAñadir']","['Big data', 'Ciencia de datos', 'Inteligencia artificial', 'Procesamiento de lenguaje natural', 'Python']","['Amazon Web Services (AWS)\nAñadir', 'Azure Databricks\nAñadir', 'Estructuras de datos\nAñadir', 'Google Cloud\nAñadir', 'IA generativa\nAñadir']",10.0,5.0,5.0
M13h,VIE - Data Scientist / Analytics Engineer (H-F),"Madrid, Comunidad de Madrid, España",hace 6 días,15 solicitudes,Jornada completa,"['Análisis predictivo', 'Ciencia de datos', 'Panel de control', 'Programación en C', 'SQL', 'Google BigQuery\nAñadir', 'Google Cloud\nAñadir', 'Ilustración\nAñadir', 'Información de clientes\nAñadir', 'Tecnología en publicidad\nAñadir']","['Análisis predictivo', 'Ciencia de datos', 'Panel de control', 'Programación en C', 'SQL']","['Google BigQuery\nAñadir', 'Google Cloud\nAñadir', 'Ilustración\nAñadir', 'Información de clientes\nAñadir', 'Tecnología en publicidad\nAñadir']",10.0,5.0,5.0
Apiux Tech,Data Engineer - Spark & Python (PySpark),España,hace 1 semana,Más de 100 solicitudes,En remoto,"['Ingeniería de datos', 'Jenkins', 'Python', 'Amazon S3\nAñadir', 'Amazon Web Services (AWS)\nAñadir', 'Infraestructura en la nube\nAñadir', 'Maven\nAñadir', 'PySpark\nAñadir']","['Ingeniería de datos', 'Jenkins', 'Python']","['Amazon S3\nAñadir', 'Amazon Web Services (AWS)\nAñadir', 'Infraestructura en la nube\nAñadir', 'Maven\nAñadir', 'PySpark\nAñadir']",8.0,3.0,5.0
Clikalia,Data Engineer,España,hace 1 semana,Más de 100 solicitudes,En remoto,"['Comunicación', 'Ingeniería de datos', 'Lenguajes de programación', 'Resolución de problemas', 'Almacenamiento de datos\nAñadir', 'Analítica\nAñadir', 'Bases de datos\nAñadir', 'Extraer, transformar y cargar (ETL)\nAñadir', 'Herramientas ETL\nAñadir', 'Infraestructura de datos\nAñadir']","['Comunicación', 'Ingeniería de datos', 'Lenguajes de programación', 'Resolución de problemas']","['Almacenamiento de datos\nAñadir', 'Analítica\nAñadir', 'Bases de datos\nAñadir', 'Extraer, transformar y cargar (ETL)\nAñadir', 'Herramientas ETL\nAñadir', 'Infraestructura de datos\nAñadir']",10.0,4.0,6.0
Wizeline,Data Scientist,Cádiz y alrededores,Publicado de nuevo hace 2 días,Más de 100 solicitudes,En remoto,"['Ciencia de datos', 'Ciencias de la computación', 'Comunicación', 'Matemáticas aplicadas', 'Analítica\nAñadir', 'Análisis de tendencias\nAñadir', 'Análisis estadístico\nAñadir', 'Codificación de datos\nAñadir', 'Datasets\nAñadir', 'Modelo de datos\nAñadir']","['Ciencia de datos', 'Ciencias de la computación', 'Comunicación', 'Matemáticas aplicadas']","['Analítica\nAñadir', 'Análisis de tendencias\nAñadir', 'Análisis estadístico\nAñadir', 'Codificación de datos\nAñadir', 'Datasets\nAñadir', 'Modelo de datos\nAñadir']",10.0,4.0,6.0
Revolut,Quant (Market Making),España,Publicado de nuevo hace 4 días,75 solicitudes,En remoto,"['Ciencias de la computación', 'Compraventa\nAñadir', 'Finanzas\nAñadir', 'Negociación de alta frecuencia\nAñadir', 'Trading algorítmico\nAñadir']",['Ciencias de la computación'],"['Compraventa\nAñadir', 'Finanzas\nAñadir', 'Negociación de alta frecuencia\nAñadir', 'Trading algorítmico\nAñadir']",5.0,1.0,4.0
Profile Software Services,Ingeniero/a de Datos (entorno Azure) 100% remoto,España,Publicado de nuevo hace 4 días,Más de 100 solicitudes,En remoto,"['Ingeniería de datos', 'Python', 'Lean Startup\nAñadir', 'Microsoft Azure\nAñadir', 'Modelo-vista-presentador (MVP)\nAñadir', 'PySpark\nAñadir']","['Ingeniería de datos', 'Python']","['Lean Startup\nAñadir', 'Microsoft Azure\nAñadir', 'Modelo-vista-presentador (MVP)\nAñadir', 'PySpark\nAñadir']",6.0,2.0,4.0
TransPerfect,Product Manager - Artificial Intelligence,"Barcelona, Cataluña, España",hace 1 mes,Más de 100 solicitudes,Jornada completa,"['Ciclo de vida de desarrollo de software (SDLC)', 'Definición de requisitos\nAñadir', 'Desarrollo de productos\nAñadir', 'Establishing Priorities\nAñadir', 'Gestión de productos\nAñadir', 'Gestión de productos técnicos\nAñadir', 'Historias de usuarios\nAñadir', 'Metodologías ágiles\nAñadir', 'Pruebas de validación\nAñadir', 'Requisitos de productos\nAñadir']",['Ciclo de vida de desarrollo de software (SDLC)'],"['Definición de requisitos\nAñadir', 'Desarrollo de productos\nAñadir', 'Establishing Priorities\nAñadir', 'Gestión de productos\nAñadir', 'Gestión de productos técnicos\nAñadir', 'Historias de usuarios\nAñadir', 'Metodologías ágiles\nAñadir', 'Pruebas de validación\nAñadir', 'Requisitos de productos\nAñadir']",10.0,1.0,9.0
Innova-tsn,Data Engineer con PySpark y AWS,Barcelona y alrededores,Publicado de nuevo hace 1 semana,41 solicitudes,Jornada completa,"['Ingeniería de datos', 'SQL', 'AWS Glue\nAñadir', 'Amazon Web Services (AWS)\nAñadir', 'Extraer, transformar y cargar (ETL)\nAñadir', 'Infraestructura en la nube\nAñadir', 'PySpark\nAñadir']","['Ingeniería de datos', 'SQL']","['AWS Glue\nAñadir', 'Amazon Web Services (AWS)\nAñadir', 'Extraer, transformar y cargar (ETL)\nAñadir', 'Infraestructura en la nube\nAñadir', 'PySpark\nAñadir']",7.0,2.0,5.0
Inetum,Senior Data Scientist,"Madrid, Comunidad de Madrid, España",Publicado de nuevo hace 1 semana,Más de 100 solicitudes,Híbrido,"['PostgreSQL', 'Python', 'SQL']","['PostgreSQL', 'Python', 'SQL']",[],3.0,3.0,0.0
"Alexion Pharmaceuticals, Inc.",Principal Statistical Programmer,"Barcelona, Cataluña, España",Publicado de nuevo hace 1 semana,13 solicitudes,Jornada completa,"['Programación estadística', 'Buena práctica clínica\nAñadir', 'Datasets\nAñadir', 'Electronic Common Technical Document\nAñadir', 'Estándares CDISC\nAñadir', 'Macro\nAñadir', 'MedDRA\nAñadir', 'Organización de investigación por contrato (CRO)\nAñadir', 'Programación SAS\nAñadir', 'SDTM\nAñadir']",['Programación estadística'],"['Buena práctica clínica\nAñadir', 'Datasets\nAñadir', 'Electronic Common Technical Document\nAñadir', 'Estándares CDISC\nAñadir', 'Macro\nAñadir', 'MedDRA\nAñadir', 'Organización de investigación por contrato (CRO)\nAñadir', 'Programación SAS\nAñadir', 'SDTM\nAñadir']",10.0,1.0,9.0
